CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
03.507.519/0001-59;2024-02-01;1;2024-03-15;FUNDO DE INV. IMOBILIÁRIO SHOPPING PÁTIO HIGIENÓPOLIS;1999-10-15;INVESTIDORES EM GERAL;BRSHPHCTF008;608950;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.507.519/0001-59;2024-03-01;1;2024-04-15;FUNDO DE INV. IMOBILIÁRIO SHOPPING PÁTIO HIGIENÓPOLIS;1999-10-15;INVESTIDORES EM GERAL;BRSHPHCTF008;608950;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.683.056/0001-86;2024-01-01;1;2024-02-15;FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;2000-01-12;INVESTIDORES EM GERAL;BRRCRBCTF000;3690695;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.683.056/0001-86;2024-02-01;1;2024-03-15;FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;2000-01-12;INVESTIDORES EM GERAL;BRRCRBCTF000;3690695;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.683.056/0001-86;2024-03-01;1;2024-04-15;FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;2000-01-12;INVESTIDORES EM GERAL;BRRCRBCTF000;3690695;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.855.441/0001-63;2024-01-01;1;2024-02-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA;2000-05-02;INVESTIDORES EM GERAL;0;144210661;N;N;Desenvolvimento para Renda;Logística;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.855.441/0001-63;2024-02-01;1;2024-03-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA;2000-05-02;INVESTIDORES EM GERAL;0;144210661;N;N;Desenvolvimento para Renda;Logística;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
03.855.441/0001-63;2024-03-01;1;2024-04-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA;2000-05-02;INVESTIDORES EM GERAL;0;144210661;N;N;Desenvolvimento para Renda;Logística;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
04.066.582/0001-60;2024-01-01;1;2024-02-15;HOSPITAL CRIANCA FII;2000-10-03;INVESTIDORES EM GERAL;BRHCRICTF006;200000;N;N;Renda;Hospital;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
04.066.582/0001-60;2024-02-01;1;2024-03-15;HOSPITAL CRIANCA FII;2000-10-03;INVESTIDORES EM GERAL;BRHCRICTF006;200000;N;N;Renda;Hospital;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
04.066.582/0001-60;2024-03-01;1;2024-04-15;HOSPITAL CRIANCA FII;2000-10-03;INVESTIDORES EM GERAL;BRHCRICTF006;200000;N;N;Renda;Hospital;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
04.141.645/0001-03;2024-01-01;1;2024-02-10;FUNDO DE INV. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA;2000-08-29;INVESTIDORES EM GERAL;BRFLMACTF009;1380670;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
04.141.645/0001-03;2024-02-01;1;2024-03-13;FUNDO DE INV. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA;2000-08-29;INVESTIDORES EM GERAL;BRFLMACTF009;1380670;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
04.141.645/0001-03;2024-03-01;1;2024-04-12;FUNDO DE INV. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA;2000-08-29;INVESTIDORES EM GERAL;BRFLMACTF009;1380670;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
04.644.612/0001-78;2024-01-01;1;2024-02-07;STARK FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII;2021-09-13;INVESTIDOR PROFISSIONAL;BROLMPCTF009;1306216.4796358;S;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21 35004514;213500-4514;;www.rjicv.com.br;backoffice.adm@rjicv.com.br
04.644.612/0001-78;2024-02-01;1;2024-03-08;STARK FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII;2021-09-13;INVESTIDOR PROFISSIONAL;BROLMPCTF009;1306216.4796358;S;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21 35004514;213500-4514;;www.rjicv.com.br;backoffice.adm@rjicv.com.br
04.644.612/0001-78;2024-03-01;1;2024-04-03;STARK FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII;2021-09-13;INVESTIDOR PROFISSIONAL;BROLMPCTF009;1345265.77987406;S;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21 35004514;213500-4514;;www.rjicv.com.br;backoffice.adm@rjicv.com.br
04.722.883/0001-02;2024-01-01;1;2024-02-15;TORRE NORTE FII;2001-10-10;INVESTIDORES EM GERAL;BRTRNTCTF013;3935562;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
04.722.883/0001-02;2024-02-01;1;2024-03-15;TORRE NORTE FII;2001-10-10;INVESTIDORES EM GERAL;BRTRNTCTF013;3935562;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
04.722.883/0001-02;2024-03-01;1;2024-04-15;TORRE NORTE FII;2001-10-10;INVESTIDORES EM GERAL;BRTRNTCTF013;3935562;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
05.437.916/0001-27;2024-01-01;1;2024-02-09;FUNDO DE INVESTIMENTO IMOBILIÁRIO EUROPAR;2002-12-10;INVESTIDORES EM GERAL;BREUROCTF011;383936;N;N;Renda;Logística;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
05.437.916/0001-27;2024-02-01;1;2024-03-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO EUROPAR;2002-12-10;INVESTIDORES EM GERAL;BREUROCTF011;383936;N;N;Renda;Logística;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
05.437.916/0001-27;2024-03-01;1;2024-04-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO EUROPAR;2002-12-10;INVESTIDORES EM GERAL;BREUROCTF011;383936;N;N;Renda;Logística;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
05.562.312/0001-02;2024-01-01;1;2024-02-15;ALMIRANTE BARROS FII;2003-03-17;INVESTIDORES EM GERAL;BRFAMBCTF018;111648;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
05.562.312/0001-02;2024-02-01;1;2024-03-15;ALMIRANTE BARROS FII;2003-03-17;INVESTIDORES EM GERAL;BRFAMBCTF018;111648;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
05.562.312/0001-02;2024-03-01;1;2024-04-15;ALMIRANTE BARROS FII;2003-03-17;INVESTIDORES EM GERAL;BRFAMBCTF018;112563;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
06.175.262/0001-73;2024-01-01;1;2024-02-15;FII EDIFÍCIO OURINVEST;2004-04-19;INVESTIDORES EM GERAL;BREDFOCTF004;236000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
06.175.262/0001-73;2024-02-01;1;2024-03-15;FII EDIFÍCIO OURINVEST;2004-04-19;INVESTIDORES EM GERAL;BREDFOCTF004;236000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
06.175.262/0001-73;2024-03-01;1;2024-04-15;FII EDIFÍCIO OURINVEST;2004-04-19;INVESTIDORES EM GERAL;BREDFOCTF004;236000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
07.000.400/0001-46;2024-01-01;1;2024-02-15;BB PROGRESSIVO FII;2004-09-03;INVESTIDORES EM GERAL;BRBBFICTF006;130000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.000.400/0001-46;2024-02-01;1;2024-03-15;BB PROGRESSIVO FII;2004-09-03;INVESTIDORES EM GERAL;BRBBFICTF006;130000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.000.400/0001-46;2024-03-01;1;2024-04-15;BB PROGRESSIVO FII;2004-09-03;INVESTIDORES EM GERAL;BRBBFICTF006;130000;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.122.725/0001-00;2024-01-01;1;2024-02-15;TORRE ALMIRANTE FII;2004-11-19;INVESTIDORES EM GERAL;BRALMICTF003;111177;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.122.725/0001-00;2024-02-01;1;2024-03-15;TORRE ALMIRANTE FII;2004-11-19;INVESTIDORES EM GERAL;BRALMICTF003;111177;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.122.725/0001-00;2024-03-01;1;2024-04-15;TORRE ALMIRANTE FII;2004-11-19;INVESTIDORES EM GERAL;BRALMICTF003;111177;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.224.019/0001-60;2024-01-01;1;2024-02-15;SPDP FII;2005-01-28;INVESTIDORES EM GERAL;BRSHDPCTF007;1491314;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.224.019/0001-60;2024-02-01;1;2024-03-15;SPDP FII;2005-01-28;INVESTIDORES EM GERAL;BRSHDPCTF007;1491314;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.224.019/0001-60;2024-03-01;1;2024-04-15;SPDP FII;2005-01-28;INVESTIDORES EM GERAL;BRSHDPCTF007;1491314;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
07.583.627/0001-61;2024-01-01;1;2024-02-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO PENÍNSULA;2005-06-23;INVESTIDOR QUALIFICADO;0;224952;N;N;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;BANCO OURINVEST S/A;78632767000120;Av. Paulista;1728;Sobreloja, 2º, 3º, 4º, 5º, 7º e 11º andares;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
07.583.627/0001-61;2024-02-01;1;2024-03-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO PENÍNSULA;2005-06-23;INVESTIDOR QUALIFICADO;0;224952;N;N;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;BANCO OURINVEST S/A;78632767000120;Av. Paulista;1728;Sobreloja, 2º, 3º, 4º, 5º, 7º e 11º andares;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
07.583.627/0001-61;2024-03-01;1;2024-04-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO PENÍNSULA;2005-06-23;INVESTIDOR QUALIFICADO;0;224952;N;N;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;BANCO OURINVEST S/A;78632767000120;Av. Paulista;1728;Sobreloja, 2º, 3º, 4º, 5º, 7º e 11º andares;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
07.789.135/0001-27;2024-01-01;2;2024-03-14;FII ANCAR IC;2005-12-21;INVESTIDORES EM GERAL;BRANCRCTF001;668376.15213937;N;N;Desenvolvimento para Renda;Shoppings;Ativa;Indeterminado;;31/12;S;N;N;S;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;27652684000162;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
07.789.135/0001-27;2024-02-01;2;2024-04-15;FII ANCAR IC;2005-12-21;INVESTIDORES EM GERAL;BRANCRCTF001;668376.15213937;N;N;Desenvolvimento para Renda;Shoppings;Ativa;Indeterminado;;31/12;S;N;N;S;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;27652684000162;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
07.789.135/0001-27;2024-03-01;1;2024-04-15;FII ANCAR IC;2005-12-21;INVESTIDORES EM GERAL;BRANCRCTF001;668376.15213937;N;N;Desenvolvimento para Renda;Shoppings;Ativa;Indeterminado;;31/12;S;N;N;S;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;27652684000162;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
08.014.513/0001-63;2024-01-01;2;2024-02-19;HNS LOURDES FII;2006-04-20;INVESTIDORES EM GERAL;BRNSLUCTF008;1293286;N;N;Renda;Hospital;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
08.014.513/0001-63;2024-02-01;1;2024-03-15;HNS LOURDES FII;2006-04-20;INVESTIDORES EM GERAL;BRNSLUCTF008;1293286;N;N;Renda;Hospital;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
08.014.513/0001-63;2024-03-01;1;2024-04-15;HNS LOURDES FII;2006-04-20;INVESTIDORES EM GERAL;BRNSLUCTF008;1293286;N;N;Renda;Hospital;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
08.098.114/0001-28;2024-01-01;1;2024-02-15;HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2006-06-26;INVESTIDORES EM GERAL;BRPRGDCTF001;8898724;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;S;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
08.098.114/0001-28;2024-02-01;1;2024-03-11;HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2006-06-26;INVESTIDORES EM GERAL;BRPRGDCTF001;8898724;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;S;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
08.098.114/0001-28;2024-03-01;1;2024-04-08;HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2006-06-26;INVESTIDORES EM GERAL;BRPRGDCTF001;8898724;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;S;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
08.417.532/0001-30;2024-01-01;1;2024-02-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM;2006-08-14;INVESTIDOR QUALIFICADO;0;46971;N;N;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
08.417.532/0001-30;2024-02-01;1;2024-03-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM;2006-08-14;INVESTIDOR QUALIFICADO;0;46971;N;N;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
